nose_x,nose_y,leftEye_x,leftEye_y,rightEye_x,rightEye_y,leftEar_x,leftEar_y,rightEar_x,rightEar_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
520.5213453885768,351.58367714185397,561.8948238529963,309.2312587780899,489.3695136938203,311.13837195692884,636.9402504681648,329.1483789794008,437.28844803370794,334.0595008192884,759.3044826779026,583.9691230688203,356.2295177902622,568.2114641853933,780.1125058520599,886.2790408473783,254.59233087546818,698.7462693117977,643.7599485018727,1027.2790847378278,19.433118270131104,792.2577978698503,654.1055857911986,1185.212576076779,401.2364671114233,1182.862974016854,642.3629886470037,1620.3059164325844,417.98177083333337,1602.5131671348315,607.3509187734082,1917.4509889981275,414.8553078183521,1895.4178370786517
519.5975245786517,351.2382593047753,560.0751258192885,308.65570868445695,488.64927141853934,310.92799040262173,635.8727615870787,329.25144838483146,436.5246810627341,334.5436490519663,760.9048747659176,583.7067313319288,366.33814665262173,564.5423323384832,777.9428546348315,885.2586610486892,243.5818995786517,689.6791608146068,647.1516561329588,1024.9983906835207,18.74861013576782,791.1646330758427,630.0790028089889,1196.6660814606741,416.74808345037457,1162.1444873595506,634.5329324672284,1620.0969978932585,413.1905430711611,1590.6267556179776,606.4492626404494,1916.027036516854,410.89243913857683,1893.4063377808989
519.4798981741574,350.8829295411985,560.3994030898876,308.9066889044944,488.53522940074913,310.8411238881086,636.2766268726591,329.8387025983146,436.8179424157304,333.6725699321161,760.970856741573,583.4966058052435,356.9655606273409,566.2998156601124,777.8923806179776,885.7486247659176,242.2524578651686,691.1459064840824,646.0205261001872,1026.2881115402622,15.266744206460714,796.3363178838952,632.9053283005619,1196.8556150514983,396.0085293773409,1182.6994820926966,635.7699847846443,1627.4302141853934,413.4358175327716,1595.8890742041199,606.5942474250937,1914.690864934457,407.51514220505624,1895.2017497659176
523.4654435861423,351.4811563670412,565.2356917134832,309.20704588014985,491.4737681413858,311.1047957631086,639.8602820692884,330.490548923221,439.43249648876406,332.01442532771534,761.2426849250937,585.2648788623595,362.2648934925094,565.3206928838952,781.5286312031835,887.8868211610487,239.71076193820227,694.028045997191,650.8272618211611,1026.6324321161048,22.423228288857672,803.3356010065544,636.4667456694756,1185.1433023174159,417.52604166666674,1160.8952188670412,385.07636938202245,1583.1854225187267,420.3784819756554,1597.7569054307116,603.1987359550562,1915.0215063202247,411.8955553604869,1894.7398759363296
525.2354722612359,355.6940177317416,566.6010504447565,309.0019311797753,492.36020891853934,311.0270730922285,640.4466584737829,330.5231010065543,440.5253686797753,332.65072711844573,760.7622308052435,584.6839521886704,362.37813085205994,565.0250541315543,780.6387523408241,887.3858116807116,235.73019077715355,698.9055916432585,646.373990519663,1028.8001814138577,31.233321629213492,811.2905986657304,633.1866660814608,1187.9712371254682,397.39159058988764,1183.16172167603,386.31320224719104,1574.2989232209738,416.80184925093636,1600.9870962078653,601.8626375234082,1911.4308286516855,412.2003013810862,1892.0603639981275
524.0867860486892,355.88519721441946,565.940938085206,309.5569259129214,491.50690543071164,311.1214375585206,639.7463132022472,330.8894399578652,439.4477118445693,332.65965150983146,758.5711464185395,584.3425210674158,354.76540554775283,566.4422035931648,778.4980688202247,887.2238559222847,234.5447097378277,698.2366280430712,646.9003101591761,1028.426088483146,25.772837663857672,820.4698472612359,633.1440191947565,1194.489919826779,416.90528441011236,1159.8550883661048,630.9279172518727,1620.2972846441949,412.35252808988764,1584.0090999531835,608.2135855571162,1914.8365812265918,404.63666022940083,1892.6019721441949
526.0766327247192,351.9094905781835,568.0819873595506,309.10737798455057,493.20100362827714,310.44698765215355,641.0722436797753,329.5817605922285,440.908751755618,331.1323735955056,759.9758602528091,584.1476108965356,364.7585293773409,562.7925298455057,781.3025222378278,886.6321395131087,235.48886645599248,698.4987271769663,643.7034761235955,1027.874604985955,14.155401451310865,829.7616748595506,635.8013664559926,1192.1006700608614,418.0680155664794,1163.0292456694756,634.4823852996255,1627.9637757490636,415.7762025983146,1583.9409234550562,603.939533590824,1914.3031659644196,410.76025573501875,1899.6319054307116
526.2673367275281,351.6178751170412,568.0053253745318,309.01915818117976,493.36559281367045,310.33345768960675,641.4788155430713,329.45008924391385,440.55696980337086,331.6569376170412,763.1085410814608,583.6787145950375,363.31826427902627,562.5634582748128,782.4185100655432,887.3074672284645,238.9741338951311,699.4274490870787,639.885226474719,1027.887113764045,5.444390800561791,832.6804628979401,635.1634919241574,1193.431794241573,417.33914150280907,1160.7471617509364,632.7479810393259,1626.9305945692884,415.937426849251,1583.9319990636704,607.295543656367,1911.5246079119852,410.6048103932585,1887.9874765917605
522.259919241573,351.04634831460675,564.3192591292135,309.13824760065546,490.6175386235956,309.89272442649815,639.1447945926966,328.65080758426967,437.728596090824,331.84793422284645,760.7066362359551,582.5523759363296,358.4468632958801,564.0453461493446,779.2259919241574,886.453359082397,242.87306882022472,703.3160697565544,638.6576106039327,1027.319683403558,10.351489349250926,826.9444932116105,633.1240490402622,1196.0932379447565,415.96127399344573,1165.305404377341,632.1738939606741,1626.9086493445693,410.6105893024345,1583.5546875,605.1264044943821,1910.8700550093633,405.7069288389513,1893.6301790730338
520.3605600421348,351.1644867743446,562.3053458567416,307.57816157537457,488.3238237359551,309.33034146769666,636.0018726591761,328.7545719218165,436.46052785580525,332.29517790262173,764.9899783473784,582.8344818000936,351.38686505149815,563.3475245786517,777.9947185159176,885.6218545177903,222.82566713483152,713.0575550093633,640.056179775281,1026.2726767322097,29.03221558988764,815.4064255617977,632.7183549859551,1195.6590150983147,416.1443703183521,1158.2874678136704,632.9216409176031,1615.1575667134832,408.6834328183521,1588.5601006554307,602.9420499765918,1907.9993270131088,404.03353230337086,1879.2987769194758
521.8262084503746,350.85425444756555,563.6979898174158,307.18687821863296,489.8534058988764,308.59221383426967,637.7208421114233,326.3802814840824,436.6554014513109,331.9493943117978,761.1978435159176,582.5586669007491,354.55736481741576,566.9854576310862,778.6840911750937,886.3251989700375,236.10808754681648,729.086639747191,642.2354868913858,1026.8168451544943,53.18673923220973,805.9130676498128,630.4147647471912,1193.1901773174159,417.9597524578652,1169.3499824438202,634.4715589887642,1616.3048630617977,634.8689138576779,1605.752428604869,610.6682320926966,1911.5231448970037,410.928283005618,1882.0605102996255
